HP:0000002	abnormality body height
HP:0000277	anomaly mandible
HP:0000277	abnormality bone jaw lower
HP:0000277	abnormality mandible
HP:0000277	malformation mandible
HP:0000277	deformity mandible
HP:0000278	jaw weak
HP:0000278	retrogenia
HP:0000278	jaw lower receding
HP:0000278	chin receding
HP:0000278	mandible receding
HP:0000278	retrognathia
HP:0000278	jaw lower retrognathia
HP:0000278	chin weak
HP:0000280	coarse facies
HP:0000280	appearance coarse facial
HP:0000280	coarse facial features
HP:0000280	coarse facial features skin thickened with
HP:0000280	facial features heavy rounded
HP:0000280	coarse face
HP:0000282	facial puffiness
HP:0000282	edema facial
HP:0000282	facial swelling
HP:0000282	facial oedema
HP:0000283	excess face transverse
HP:0000283	face horizontal hyperplasia
HP:0000283	dimension face horizontal increased
HP:0000283	excess face horizontal
HP:0000283	face hyperplasia transverse
HP:0000283	face increased width
HP:0000283	broad facies
HP:0000283	broad face
HP:0000283	dimension face increased transverse
HP:0000283	facies wide
HP:0000283	face wide
HP:0000283	breadth face increased
HP:0000286	epicanthus
HP:0000286	epicanthic folds
HP:0000286	eye folds prominent
HP:0000286	palpebronasalis plica
HP:0000286	eye folds
HP:0000286	epicanthal folds
HP:0000286	fold palpebronasal
HP:0000286	epicanthal fold
HP:0000287	adipose facial hypertrophy tissue
HP:0000287	facial fat hyperplasia
HP:0000287	adipose facial increased tissue volume
HP:0000287	adipose amount facial increased tissue
HP:0000287	adipose facial hyperplasia tissue
HP:0000287	facial fat hypertrophy
HP:0000287	adipose facial increased tissue
HP:0000287	amount facial fat increased
HP:0000288	abnormality philtrum
HP:0000288	abnormality depression infranasal
HP:0000288	abnormality paralabial region
HP:0000288	abnormal philtrum
HP:0000289	broad philtrum
HP:0000289	increased philtrum width
HP:0000289	dimension increased philtrum transverse
HP:0000289	philtrum wide
HP:0000289	dimension horizontal increased philtrum
HP:0000289	breadth increased philtrum
HP:0000290	anomaly forehead
HP:0000290	abnormality forehead
HP:0000290	forehead malformation
HP:0000290	abnormality face frontal region
HP:0000290	deformity forehead
HP:0000291	adipose deformity facial tissue
HP:0000291	abnormality facial fat
HP:0000291	abnormality adipose facial tissue
HP:0000291	adipose facial malformation tissue
HP:0000292	adipose amount decreased facial tissue
HP:0000292	adipose face from loss subcutaneous tissue
HP:0000292	amount decreased facial fat
HP:0000292	adipose decreased facial tissue volume
HP:0000292	facial fat loss
HP:0000292	adipose facial loss subcutaneous tissue
HP:0000292	adipose facial loss tissue
HP:0000293	big cheeks
HP:0000293	apple cheeks
HP:0000293	cheeks puffy
HP:0000293	cheeks hypertrophy
HP:0000293	cheeks chubby
HP:0000293	cheeks hyperplasia
HP:0000293	cheeks increased size
HP:0000293	cheeks large
HP:0000293	cheeks full
HP:0000294	frontal hairline low set
HP:0000294	frontal hairline low
HP:0000294	anterior hairline low
HP:0000295	appearance doll facial like
HP:0000295	doll facies like
HP:0000297	facial hypotonia
HP:0000297	facial muscle reduced tone
HP:0000297	decreased facial muscle tone
HP:0000297	atony facial musculature
HP:0000297	facies hypotonic
HP:0000297	facial low muscle tone
HP:0000298	facies like mask
HP:0000298	facies masklike
HP:0000298	appearance facial like mask
HP:0000298	expressionless face
HP:0000298	amimia
HP:0000298	expression facial lack
HP:0000300	face oval
HP:0000300	facial oval shape
HP:0000300	facies oval
HP:0000301	abnormality facial muscles
HP:0000301	abnormality facial musculature
HP:0000301	facial issue muscle
HP:0000303	hyperplasia jaw lower
HP:0000303	excess jaw lower
HP:0000303	jaw lower prominent
HP:0000303	enlargement mandible
HP:0000303	hypertrophy jaw lower
HP:0000303	big mandible
HP:0000303	increased mandible size
HP:0000303	large mandible
HP:0000303	mandible prognathism
HP:0000303	mandibular prognathism relative
HP:0000303	mandibular prognathia
HP:0000303	increased mandible projection
HP:0000303	mandible prominent
HP:0000303	enlarged mandible
HP:0000303	excess mandibular
HP:0000303	macrognathia mandibular
HP:0000303	prognathism
HP:0000303	hyperplasia mandibular
HP:0000303	prognathia
HP:0000303	jaw large lower
HP:0000303	increased jaw lower projection
HP:0000303	chin prominent
HP:0000303	mandibular prognathism
HP:0000303	hypertrophy mandible
HP:0000303	macromandible
HP:0000303	big jaw lower
HP:0000303	increased jaw lower size
HP:0000303	jaw prominent
HP:0000306	abnormality menton
HP:0000306	chin malformation
HP:0000306	anomaly chin
HP:0000306	chin deformity
HP:0000306	abnormality chin
HP:0000307	mention pointed region
HP:0000307	chin s witch
HP:0000307	chin pointed small
HP:0000307	chin pointed
HP:0000307	chin pointy
HP:0000308	retromicrognathia
HP:0000308	microretrognathia
HP:0000308	chin retruded small
HP:0000309	malformation midface
HP:0000309	abnormal midface morphology
HP:0000309	abnormality midface
HP:0000309	anomaly midface
HP:0000309	deformity midface
HP:0000311	appearance facial round
HP:0000311	face full round
HP:0000311	circular face
HP:0000311	facial round shape
HP:0000311	facies round
HP:0000311	face round
HP:0000315	face malformation orbital region
HP:0000315	anomaly face orbital region
HP:0000315	abnormality orbital region
HP:0000315	abnormality eye region
HP:0000315	deformity face orbital region
HP:0000315	abnormality around eyes region
HP:0000316	excessive orbital separation
HP:0000316	distance interpupillary widened
HP:0000316	between distance eyes increased
HP:0000316	between distance eye increased sockets
HP:0000316	eyes set wide
HP:0000316	hypertelorism
HP:0000316	eyes spaced widely
HP:0000316	distance increased interpupillary
HP:0000316	hypertelorism ocular
HP:0000317	facial involuntary quivering
HP:0000317	facial myokymia
HP:0000317	contraction facial involuntary
HP:0000319	philtrum shallow
HP:0000319	indistinct philtrum
HP:0000319	philtrum smooth
HP:0000319	flat philtrum
HP:0000319	decreased depth philtrum
HP:0000319	philtrum simple
HP:0000320	appearance bird facial like
HP:0000320	bird facies like
HP:0000321	face square
HP:0000321	facial shape square
HP:0000321	facies square
HP:0000322	decreased length philtrum
HP:0000322	hypoplasia philtrum vertical
HP:0000322	philtrum short
HP:0000322	decreased height philtrum
HP:0000322	decreased dimension philtrum vertical
HP:0000324	face uneven
HP:0000324	face sides unequal
HP:0000324	face unbalanced
HP:0000324	asymmetry facial
HP:0000324	asymmetric facies
HP:0000324	asymmetry face left right side
HP:0000324	face sides uneven
HP:0000324	crooked face
HP:0000324	asymmetry face
HP:0000324	face unsymmetrical
HP:0000325	facial shape triangular
HP:0000325	broad chin face narrow temples with
HP:0000325	face triangular
HP:0000325	facies triangular
HP:0000326	abnormality bones jaw upper
HP:0000326	malformation maxilla
HP:0000326	abnormality maxilla
HP:0000326	bones jaw malformation upper
HP:0000326	bones deformity jaw upper
HP:0000326	abnormality bone jaw upper
HP:0000326	anomaly maxilla
HP:0000326	deformity maxilla
HP:0000327	decreased maxilla projection
HP:0000327	maxilla small
HP:0000327	decreased maxilla size
HP:0000327	bones hypotrophic jaw upper
HP:0000327	maxillary retrognathia
HP:0000327	jaw retrusion upper
HP:0000327	hypotrophic maxilla
HP:0000327	micromaxilla
HP:0000327	decreased jaw size upper
HP:0000327	hypoplasia maxillary
HP:0000327	bones jaw small upper
HP:0000327	deficiency maxillary
HP:0000327	jaw retrognathia upper
HP:0000327	maxillary retrusion
HP:0000327	bones deficiency jaw upper
HP:0000327	bones jaw retrusion upper
HP:0000327	hypoplasia maxilla
HP:0000327	maxillary micrognathia
HP:0000327	decreased jaw projection upper
HP:0000327	deficiency jaw upper
HP:0000327	jaw small upper
HP:0000327	bones hypoplasia jaw upper
HP:0000327	bones hypoplastic maxillary
HP:0000329	facial hemangioma
HP:0000329	facial hemangiomata
HP:0000331	chin decreased height
HP:0000331	chin short
HP:0000331	chin hypoplasia vertical
HP:0000331	chin deficiency vertical
HP:0000331	chin small
HP:0000331	face lower short third
HP:0000336	hyperplasia ridge supraorbital
HP:0000336	prominent ridges supraorbital
HP:0000336	margins prominent supraorbital
HP:0000336	hypertrophy ridge supraorbital
HP:0000336	hypertrophy margins supraorbital
HP:0000336	brow prominent
HP:0000336	hyperplasia margins supraorbital
HP:0000336	hyperostosis supraorbital
HP:0000336	prominent ridge supraorbital
HP:0000336	protruding ridge supraorbital
HP:0000337	bitemporal increased width
HP:0000337	forehead increased width
HP:0000337	intertemporal widening
HP:0000337	bitemporal widening
HP:0000337	broad forehead
HP:0000337	bitemporal dimension increased
HP:0000337	forehead wide
HP:0000338	hypomimia
HP:0000338	decreased facial movement muscle
HP:0000338	face hypomimic
HP:0000338	decreased expressions facial
HP:0000338	dull expression facial
HP:0000339	facies pugilistic
HP:0000339	appearance boxer facial like
HP:0000339	appearance facial pugilistic
HP:0000340	forehead receding
HP:0000340	forehead posteriorly sloping
HP:0000340	forehead sloping
HP:0000340	forehead inclined
HP:0000341	bitemporal narrowness
HP:0000341	bitemporal narrow width
HP:0000341	intertemporal narrowing
HP:0000341	narrowness temporal
HP:0000341	bitemporal narrowing
HP:0000341	bitemporal narrowing skull
HP:0000341	decreased forehead width
HP:0000341	bitemporal diameter narrow
HP:0000341	forehead narrow
HP:0000343	dimension increased philtrum vertical
HP:0000343	long philtrum
HP:0000343	hyperplasia philtrum vertical
HP:0000343	increased length philtrum
HP:0000343	height increased philtrum
HP:0000343	elongated philtrum
HP:0000346	appearance whistling
HP:0000346	appearance facial whistling
HP:0000347	hypoplasia mandible
HP:0000347	jaw small
HP:0000347	mandibular micrognathia
HP:0000347	jaw little lower
HP:0000347	mandibular retrognathia
HP:0000347	decreased mandible size
HP:0000347	micromandible
HP:0000347	hypoplasia mandibular
HP:0000347	hypotrophic mandible
HP:0000347	hypotrophic jaw lower
HP:0000347	hypoplasia jaw lower
HP:0000347	decreased jaw lower size
HP:0000347	jaw lower micrognathia
HP:0000347	little mandible
HP:0000347	hypoplastic mandible
HP:0000347	mandible underdevelopment
HP:0000347	mandible robin
HP:0000347	deficiency mandibular
HP:0000347	deficiency jaw lower
HP:0000347	jaw lower underdevelopment
HP:0000347	micrognathia
HP:0000347	jaw lower retrusion
HP:0000347	mandible small
HP:0000347	condyle hypoplastic mandible
HP:0000347	hypoplasia mandible severe
HP:0000347	decreased jaw lower projection
HP:0000347	mandibular retrusion
HP:0000347	jaw lower small
HP:0000347	decreased mandible projection
HP:0000348	forehead high
HP:0000348	forehead tall
HP:0000349	hairline point
HP:0000349	hairline peak
HP:0000349	at front hairline head pointed
HP:0000349	peak s widow
HP:0000349	frontal hairline shaped v
HP:0000349	frontal hairline pointed
HP:0000350	decreased forehead size
HP:0000350	decreased face frontal region size
HP:0000350	forehead small
HP:0000350	forehead hypoplasia
HP:0000350	forehead hypotrophic
HP:0000356	malformed pinnae
HP:0000356	abnormality ear outer
HP:0000356	ear external malformations
HP:0000356	abnormality auricle
HP:0000356	anomalies ear
HP:0000356	abnormality ear external
HP:0000356	abnormal pinnae
HP:0000357	abnormal ears location
HP:0000357	defect ear external position
HP:0000358	posteriorly rotated
HP:0000358	back ears head rotated toward
HP:0000358	angulated ears posteriorly
HP:0000358	angulation ear increased posterior
HP:0000358	ears posteriorly rotated
HP:0000358	auricles posteriorly rotated
HP:0000359	abnormality ear inner
HP:0000360	tinnitus
HP:0000360	ears ringing
HP:0000362	otosclerosis
HP:0000363	abnormal earlobe morphology
HP:0000363	abnormal ear lobe
HP:0000363	abnormality ear lobe
HP:0000363	abnormality auriculae lobulus
HP:0000363	abnormality earlobe
HP:0000363	abnormal earlobe
HP:0000363	abnormality auricular lobule
HP:0000364	abnormality hearing
HP:0000364	abnormal hearing
HP:0000365	defect hearing
HP:0000365	hearing loss
HP:0000365	hypacusis
HP:0000365	hearing impairment
HP:0000365	hypoacusis
HP:0000365	deafness
HP:0000366	deformity nose
HP:0000366	deformity nasal
HP:0000366	abnormality nasal
HP:0000366	malformation nasal
HP:0000366	malformation nose
HP:0000366	abnormality nose
HP:0000366	anomaly nasal
HP:0000366	anomaly nose
HP:0000368	ears low posteriorly rotated set
HP:0000369	ears low set
HP:0000369	low pinnae set
HP:0000369	melotia
HP:0000369	ears lowset
HP:0000370	abnormality ear middle
HP:0000370	abnormalities ear middle
HP:0000371	acute media otitis
HP:0000371	acute ear infection middle
HP:0000372	abnormality auditory canal
HP:0000375	abnormality cochlea
HP:0000375	abnormal cochlea morphology
HP:0000376	cochlea ii incomplete partition type
HP:0000376	defect mondini
HP:0000376	malformation mondini
HP:0000376	cochlear defect dysplasia malformation mondini
HP:0000376	dysplasia mondini
HP:0000377	auricles deformed
HP:0000377	auricles malformed
HP:0000377	auricle malformation
HP:0000377	abnormal morphology pinna
HP:0000377	ears malformed
HP:0000377	conchae defined poorly
HP:0000377	auricles malformation minor
HP:0000377	abnormally ears shaped
HP:0000377	abnormal ears form
HP:0000377	dysplastic ears
HP:0000377	auricular malformation
HP:0000377	ears external malformed
HP:0000377	deformed ears
HP:0000378	cup ears shaped
HP:0000378	cup ears shaped simple
HP:0000378	capuchin ears
HP:0000378	cupped ears
HP:0000378	cupped ear
HP:0000381	fixation stapes
HP:0000381	ankylosis stapes
HP:0000383	malformation periauricular region
HP:0000383	abnormal morphology periauricular region
HP:0000383	abnormality periauricular region
HP:0000383	anomaly periauricular region
HP:0000383	abnormality around ear region
HP:0000383	deformity periauricular region
HP:0000384	cheek on posterior skin tag
HP:0000384	fibroepithelial polyp preauricular
HP:0000384	preauricular tag
HP:0000384	periauricular skin tag
HP:0000384	ear tag
HP:0000384	preauricular skin tags
HP:0000384	preauricular tags
HP:0000384	acrochordon preauricular
HP:0000384	preauricular skin tag
HP:0000384	ear front skin tag
HP:0000385	earlobes hypoplastic
HP:0000385	hypoplastic lobules
HP:0000385	earlobes small
HP:0000385	earlobe small
HP:0000387	ears lobeless
HP:0000387	absent earlobe
HP:0000387	absent ear lobes
HP:0000387	aplasia lobule
HP:0000388	ear infection middle
HP:0000388	media otitis
HP:0000389	chronic ear infection
HP:0000389	chronic ear infections middle
HP:0000389	chronic media otitis
HP:0000389	chronic ear infection middle
HP:0000391	helix thick
HP:0000391	helices thickened
HP:0000394	ear lop
HP:0000395	antihelix prominent
HP:0000396	folded helices over
HP:0000396	helix overfolded
HP:0000396	ears overfolded
HP:0000396	helices overfolded
HP:0000399	deafness prelingual sensorineural
HP:0000399	hearing impairment prelingual sensorineural
HP:0000400	macrotia
HP:0000400	ears large
HP:0000400	large pinnae
HP:0000402	auditory canals external narrow
HP:0000402	auditory canals narrow
HP:0000402	ear from middle narrowing outer passageway to
HP:0000402	auditory canal external stenosis
HP:0000402	auditory canal external stenotic
HP:0000402	auditory external meatus narrow
HP:0000402	canal ear narrow
HP:0000403	media otitis recurrent
HP:0000403	episodes media otitis recurrent
HP:0000403	frequent media otitis
HP:0000403	ear infection middle recurrent
HP:0000403	media otitis susceptibility to
HP:0000403	episodes media multiple otitis
HP:0000405	conductive hearing loss
HP:0000405	conductive hearing impairment
HP:0000405	conductive deafness
HP:0000405	conduction deafness
HP:0000407	deafness sensorineural
HP:0000407	hearing loss sensorineural
HP:0000407	hearing impairment sensorineural
HP:0000408	hearing impairment progressive sensorineural
HP:0000408	bilateral hearing loss progressive sensorineural
HP:0000408	hearing loss progressive sensorineural
HP:0000410	hearing impairment mixed
HP:0000410	hearing loss mixed
HP:0000411	ears protruding
HP:0000411	ear prominent
HP:0000411	ear protruding
HP:0000411	ears prominent
HP:0000413	atresia auditory external meatal
HP:0000413	atresia auditory canal external
HP:0000413	absent auditory canals external
HP:0000413	atresia auditory canals external
